##	##
simulation time	timestep	input EIR	simulated EIR	human infectiousness	N_v0(gambiae_ss)	N_v(gambiae_ss)	O_v(gambiae_ss)	S_v(gambiae_ss)	immunity h	immunity Y	new infections	num transmitting humans	res avail(gambiae_ss)	res req(gambiae_ss)
1538	nan	1.0774	1.08792	0.0486437	367.269	3831.95	294.535	161.311	152.89	6.20763e+06	14	53	622.95	nan
1539	nan	1.00476	1.01457	0.0485638	357.461	3647.56	276.578	151.524	153.07	6.21488e+06	29	53	606.736	nan
1540	nan	0.942985	0.952192	0.0481809	353.309	3508.19	260.754	142.095	153.18	6.22265e+06	14	53	600.257	nan
1541	nan	0.892906	0.901625	0.0479277	355.094	3416.77	247.05	133.582	153.32	6.23012e+06	23	53	604.023	nan
1542	nan	0.855046	0.863394	0.0480011	363.236	3376.38	236.057	126.111	153.46	6.23751e+06	16	53	618.796	nan
1543	nan	0.829804	0.837906	0.0481009	378.339	3390.81	228.39	119.758	153.62	6.24483e+06	18	53	645.671	nan
1544	nan	0.817617	0.825601	0.0481645	401.239	3464.93	224.178	114.855	153.85	6.25188e+06	27	53	686.159	nan
1545	nan	0.819101	0.827099	0.0482875	433.035	3605.13	223.544	111.623	153.98	6.25907e+06	17	53	742.245	nan
1546	nan	0.835179	0.843334	0.0479819	475.121	3819.82	226.7	110.109	154.07	6.26564e+06	12	52	816.435	nan
1547	nan	0.867198	0.875666	0.0474323	529.189	4119.32	233.393	110.401	154.16	6.27283e+06	11	52	911.769	nan
1548	nan	0.917032	0.925986	0.0470616	597.211	4516.52	243.915	112.516	154.29	6.27982e+06	18	52	1031.77	nan
1549	nan	0.987176	0.996815	0.0471961	681.365	5026.54	259.435	116.384	154.53	6.28651e+06	27	52	1180.29	nan
1550	nan	1.08081	1.09136	0.0468053	783.891	5666.43	281.326	122.287	154.77	6.2925e+06	27	52	1361.25	nan
1551	nan	1.20184	1.21357	0.0459881	906.85	6453.79	309.098	130.918	155.06	6.2989e+06	31	52	1578.18	nan
1552	nan	1.35484	1.36807	0.0453649	1051.76	7405.73	342.739	142.65	155.16	6.30546e+06	12	51	1833.52	nan
1553	nan	1.54493	1.56001	0.0448922	1219.15	8536.06	383.716	157.215	155.36	6.31232e+06	33	51	2127.83	nan
1554	nan	1.77741	1.79476	0.0450991	1407.98	9852.73	433.732	174.881	155.66	6.31927e+06	37	51	2458.78	nan
1555	nan	2.05728	2.07736	0.0457842	1615.08	11351.8	496.021	196.366	155.83	6.32541e+06	25	52	2820.2	nan
1556	nan	2.38838	2.4117	0.0463316	1834.71	13015.7	572.452	222.784	156.18	6.33203e+06	54	52	3201.38	nan
1557	nan	2.77233	2.7994	0.0446264	2058.34	14808.6	660.985	255.676	150.21	6.18697e+06	56	51	3586.89	nan
1558	nan	3.20725	3.24032	0.0455542	2275	16706.7	756.859	296.077	150.67	6.19428e+06	76	52	3957.2	nan
1559	nan	3.68641	3.72441	0.0461489	2471.94	18585.7	855.407	341.245	151.04	6.2016e+06	80	53	4290.15	nan
1560	nan	4.19712	4.24039	0.0464722	2635.82	20362.2	963.117	388.268	151.43	6.20904e+06	84	53	4563.35	nan
1561	nan	4.72026	4.76892	0.0472027	2754.64	21944.8	1074.8	438.139	151.78	6.21719e+06	115	53	4757.02	nan
1562	nan	5.23073	5.28466	0.0479723	2820.25	23240.1	1188.03	492.034	152.1	6.22648e+06	93	53	4856.82	nan
1563	nan	5.69917	5.75792	0.0486597	2827.48	24165.6	1296.78	547.471	152.39	6.23616e+06	95	54	4855.99	nan
1564	nan	6.09483	6.15766	0.0499637	2776.71	24664.2	1395.18	602.85	152.71	6.24781e+06	114	54	4756.35	nan
1565	nan	6.38941	6.45528	0.051061	2673.19	24710.9	1482.09	654.877	153	6.26035e+06	153	54	4567.88	nan
1566	nan	6.56097	6.62861	0.0524438	2526.13	24314.2	1550.17	701.72	153.32	6.27189e+06	125	54	4307.01	nan
1567	nan	6.59726	6.66527	0.0529611	2347.26	23516.1	1595.7	741.745	153.66	6.2823e+06	180	54	3994.08	nan
1568	nan	6.49753	6.56452	0.0527849	2149.13	22382.4	1608.11	772.063	153.98	6.29301e+06	156	54	3650.59	nan
1569	nan	6.27253	6.3372	0.0525489	1943.67	20994.9	1584.81	789.579	154.14	6.30266e+06	114	53	3296.66	nan
1570	nan	5.94255	6.00382	0.052332	1741.06	19440.9	1532.07	789.858	154.38	6.31273e+06	125	53	2949.3	nan
1571	nan	5.53425	5.5913	0.052414	1549.1	17805.1	1457.48	773.335	154.72	6.32291e+06	121	53	2621.44	nan
1572	nan	5.07678	5.12912	0.0526976	1373.13	16161.9	1369.56	743.473	154.96	6.33283e+06	122	54	2321.76	nan
1573	nan	4.59828	4.64569	0.0531024	1216.17	14571.4	1274.43	704.245	155.14	6.3426e+06	116	54	2055.14	nan
1574	nan	4.12316	4.16567	0.0530454	1079.43	13078.5	1175.98	659.535	155.44	6.3529e+06	112	54	1823.31	nan
1575	nan	3.67048	3.70832	0.0528512	962.699	11713.1	1075.48	612.043	155.63	6.36337e+06	74	54	1625.78	nan
1576	nan	3.25351	3.28705	0.0528043	864.921	10492.2	976.485	563.109	155.82	6.37395e+06	58	54	1460.61	nan
1577	nan	2.88009	2.90979	0.0524581	784.527	9422.48	882.622	513.654	156.04	6.3842e+06	78	54	1325.03	nan
1578	nan	2.55359	2.57991	0.052232	719.755	8502.09	795.132	465.573	156.23	6.39417e+06	75	54	1216.03	nan
1579	nan	2.27399	2.29743	0.0522043	668.854	7725.83	716.116	420.279	156.43	6.4036e+06	39	54	1130.6	nan
1580	nan	2.03906	2.06008	0.0524223	630.201	7084.01	646.902	378.478	156.74	6.41273e+06	60	54	1066	nan
1581	nan	1.84527	1.8643	0.0524434	602.366	6565.61	587.817	341.084	156.86	6.42222e+06	40	53	1019.79	nan
1582	nan	1.68857	1.70597	0.0522873	584.12	6159.09	537.754	308.613	157.04	6.43214e+06	38	53	989.913	nan
1583	nan	1.56482	1.58096	0.0519602	574.428	5854.27	495.49	281.017	157.26	6.44164e+06	33	53	974.636	nan
1584	nan	1.47021	1.48537	0.0511968	572.403	5641.01	460.526	257.66	157.25	6.45032e+06	22	53	972.468	nan
1585	nan	1.40132	1.41577	0.0512212	577.261	5510.46	432.547	238.042	157.36	6.45882e+06	23	53	982.084	nan
1586	nan	1.35523	1.3692	0.0513011	588.249	5453.65	410.888	221.968	157.59	6.46715e+06	38	53	1002.21	nan
1587	nan	1.32947	1.34318	0.0506092	604.589	5462.82	396.051	209.177	157.06	6.46629e+06	33	52	1031.5	nan
1588	nan	1.32195	1.33558	0.0507247	625.406	5531.71	386.91	199.664	157.19	6.47391e+06	24	52	1068.43	nan
1589	nan	1.33082	1.34454	0.0507019	649.669	5649.68	381.785	193.35	157.37	6.48134e+06	25	52	1111.18	nan
1590	nan	1.35436	1.36832	0.0503647	676.135	5808.15	381.286	189.456	157.52	6.48855e+06	24	52	1157.56	nan
1591	nan	1.39079	1.40512	0.0501047	703.342	5997.12	384.188	187.674	157.75	6.49601e+06	29	53	1204.98	nan
1592	nan	1.43812	1.45294	0.0497057	729.652	6205.08	389.946	188.02	157.89	6.50305e+06	20	53	1250.55	nan
1593	nan	1.49401	1.50941	0.0485227	753.259	6418.31	397.784	189.936	157.29	6.47508e+06	31	52	1291.11	nan
1594	nan	1.55564	1.57168	0.0470375	772.35	6624.35	407.169	193.164	150.78	6.35535e+06	34	51	1323.54	nan
1595	nan	1.61968	1.64813	0.0470385	785.245	6818.45	414.701	197.826	150.99	6.36193e+06	34	51	1344.97	nan
1596	nan	1.68228	1.71183	0.0474086	790.572	6965.32	419.483	202.277	151.21	6.36847e+06	39	51	1353.1	nan
1597	nan	1.73927	1.76982	0.047259	787.384	7056.97	426.067	205.082	151.37	6.37472e+06	49	51	1346.49	nan
1598	nan	1.78636	1.81774	0.0473233	775.373	7087.01	431.983	207.626	151.6	6.38088e+06	48	51	1324.72	nan
1599	nan	1.81955	1.85151	0.0471793	755.003	7049.53	436.339	210.846	151.76	6.38699e+06	38	52	1288.45	nan
1600	nan	1.83547	1.86772	0.0471421	727.096	6943.46	437.747	213.565	151.96	6.39281e+06	36	52	1239.4	nan
1601	nan	1.83182	1.864	0.0470933	693.075	6771.72	435.935	215.284	152.23	6.3985e+06	47	52	1180.08	nan
1602	nan	1.80763	1.83939	0.04689	654.69	6541.46	430.514	215.475	152.47	6.40427e+06	51	52	1113.54	nan
1603	nan	1.76343	1.79441	0.0467327	613.822	6263.17	421.178	214.023	152.65	6.41061e+06	35	53	1043.04	nan
1604	nan	1.70117	1.73105	0.0465211	572.317	5949.86	408.386	210.72	152.82	6.41742e+06	45	53	971.704	nan
1605	nan	1.62401	1.65254	0.0469124	531.831	5615.34	392.853	205.549	153	6.42686e+06	38	53	902.346	nan
1606	nan	1.53596	1.56294	0.0473734	493.743	5273.27	376.345	198.738	153.2	6.43789e+06	27	53	837.284	nan
1607	nan	1.44137	1.46669	0.0488372	459.122	4936.33	359.58	190.88	153.39	6.48225e+06	33	54	778.301	nan
1608	nan	1.34459	1.36821	0.049065	428.737	4615.42	343.847	182.633	153.58	6.51496e+06	26	54	726.671	nan
1609	nan	1.24957	1.27152	0.0489717	403.102	4319.58	327.095	174.579	153.67	6.53711e+06	19	53	683.241	nan
1610	nan	1.15964	1.18001	0.0497562	382.544	4056.13	310.196	166.695	153.81	6.5554e+06	23	53	648.55	nan
1611	nan	1.0774	1.09633	0.0504535	367.276	3837.61	293.699	158.747	154	6.57242e+06	25	53	622.95	nan
1612	nan	1.00476	1.02241	0.0501283	357.468	3655.44	278.774	150.419	154.16	6.58554e+06	21	53	606.736	nan
1613	nan	0.942985	0.95955	0.0501464	353.303	3516.04	264.595	142.306	154.31	6.60353e+06	18	53	600.257	nan
1614	nan	0.892906	0.908591	0.0499493	355.054	3424.45	252.328	135.019	154.44	6.62392e+06	22	53	604.023	nan
1615	nan	0.855046	0.870066	0.0496749	363.193	3383.77	242.2	128.294	154.6	6.65538e+06	20	53	618.796	nan
1616	nan	0.829804	0.84438	0.0495158	378.291	3398.1	234.593	122.577	154.75	6.67728e+06	23	53	645.671	nan
1617	nan	0.817617	0.83198	0.049533	401.185	3472.28	230.088	117.968	154.9	6.69014e+06	21	53	686.159	nan
1618	nan	0.819101	0.83349	0.0491699	432.973	3612.65	229.099	114.685	155.07	6.71162e+06	24	53	742.245	nan
1619	nan	0.835179	0.84985	0.0489041	475.047	3827.74	231.506	113.028	155.22	6.72446e+06	19	53	816.435	nan
1620	nan	0.867198	0.882432	0.0489591	529.1	4127.74	238.001	113.069	155.39	6.73815e+06	19	54	911.769	nan
1621	nan	0.917032	0.933141	0.0490042	597.102	4525.56	249.549	114.853	155.55	6.75032e+06	19	55	1031.77	nan
1622	nan	0.987176	1.00452	0.0485641	681.229	5036.38	266.508	118.818	155.76	6.7584e+06	23	55	1180.29	nan
1623	nan	1.08081	1.0998	0.0485714	783.726	5677.28	288.933	125.37	155.92	6.77663e+06	21	55	1361.25	nan
1624	nan	1.20184	1.22295	0.0488459	906.648	6465.94	318.442	134.544	156.15	6.78644e+06	30	55	1578.18	nan
1625	nan	1.35484	1.37864	0.0489079	1051.52	7434.39	356.344	146.998	156.35	6.79727e+06	31	55	1833.52	nan
1626	nan	1.54493	1.57207	0.0486049	1218.87	8574.38	403.507	162.852	156.58	6.80472e+06	32	55	2127.83	nan
1627	nan	1.77741	1.80863	0.04824	1407.51	9896.73	459.393	182.744	156.93	6.81279e+06	44	55	2458.78	nan
1628	nan	2.05728	2.09342	0.0477162	1614.16	11401.2	524.438	207.334	157.2	6.81951e+06	55	56	2820.2	nan
1629	nan	2.38838	2.43033	0.047607	1833.69	13071.3	598.736	236.326	157.47	6.82872e+06	45	56	3201.38	nan
1630	nan	2.77233	2.82103	0.0476491	2057.25	14871.5	684.017	269.798	157.84	6.83732e+06	55	56	3586.89	nan
1631	nan	3.20725	3.25875	0.0483044	2273.84	16745.6	780.716	308.115	158.24	6.84972e+06	76	56	3957.2	nan
1632	nan	3.68641	3.74559	0.0492137	2470.74	18617.7	890.466	351.895	158.45	6.86216e+06	60	56	4290.15	nan
1633	nan	4.19712	4.2645	0.0501899	2634.81	20396.6	1011.44	401.608	158.87	6.8777e+06	93	56	4563.35	nan
1634	nan	4.72026	4.79604	0.0507874	2754.13	21983.5	1138.5	457.626	159.18	6.8925e+06	101	56	4757.02	nan
1635	nan	5.23073	5.31471	0.0517656	2819.76	23282	1263.71	518.558	159.55	6.91229e+06	128	56	4856.82	nan
1636	nan	5.69917	5.79067	0.0530688	2827.03	24210.1	1384.76	581.114	159.98	6.93863e+06	136	56	4855.99	nan
1637	nan	6.09483	6.19269	0.0533384	2776.32	24709.3	1495.66	642.215	160.25	6.95761e+06	127	56	4756.35	nan
1638	nan	6.38941	6.49199	0.055335	2672.85	24756.4	1583.39	700.832	160.56	6.98608e+06	140	56	4567.88	nan
1639	nan	6.56097	6.66631	0.0560735	2525.85	24406.3	1656	753.476	160.83	7.026e+06	147	56	4307.01	nan
1640	nan	6.59726	6.70318	0.0571586	2347.03	23621.7	1700.28	794.591	161.19	7.06126e+06	152	56	3994.08	nan
1641	nan	6.49753	6.60185	0.0579891	2148.87	22485.6	1716.14	825.006	161.4	7.09301e+06	146	56	3650.59	nan
1642	nan	6.27253	6.37324	0.0584558	1943.29	21093.1	1702.04	842.099	161.62	7.12456e+06	144	57	3296.66	nan
1643	nan	5.94255	6.03797	0.058877	1740.74	19533.6	1657.52	845.209	161.92	7.157e+06	140	56	2949.3	nan
1644	nan	5.53425	5.6231	0.0584652	1548.84	17925.1	1587.34	835.095	162.35	7.18902e+06	159	57	2621.44	nan
1645	nan	5.07678	5.15829	0.0582337	1372.91	16282.7	1494.72	808.861	162.62	7.21492e+06	99	57	2321.76	nan
1646	nan	4.59828	4.67211	0.0586714	1215.96	14682.3	1389.29	769.09	163.07	7.23825e+06	138	57	2055.14	nan
1647	nan	4.12316	4.18936	0.0584283	1079.17	13179	1280.49	720.606	163.2	7.26259e+06	121	57	1823.31	nan
1648	nan	3.67048	3.72941	0.0584161	962.481	11804.5	1169.54	667.911	163.52	7.28864e+06	80	57	1625.78	nan
1649	nan	3.25351	3.30575	0.0587624	864.728	10574.6	1061.99	613.732	163.76	7.31282e+06	64	58	1460.61	nan
1650	nan	2.88009	2.92633	0.059253	784.351	9496.61	962.013	559.256	164.09	7.33632e+06	80	58	1325.03	nan
1651	nan	2.55359	2.59459	0.0594881	719.59	8569.53	871.121	507.273	164.22	7.36146e+06	52	58	1216.03	nan
1652	nan	2.27399	2.3105	0.0591782	668.695	7786.69	788.8	459.37	164.33	7.38429e+06	32	58	1130.6	nan
1653	nan	2.03906	2.0718	0.0587406	630.044	7139.41	714.302	415.957	164.58	7.40599e+06	40	58	1066	nan
1654	nan	1.84527	1.8749	0.0582172	602.207	6616.56	648.226	376.627	164.78	7.42829e+06	33	58	1019.79	nan
1655	nan	1.68857	1.71568	0.0580822	583.957	6206.78	591.074	341.211	165.01	7.4504e+06	35	58	989.913	nan
1656	nan	1.56482	1.58995	0.0577113	574.257	5899.28	543.496	310.015	165.25	7.47169e+06	37	58	974.636	nan
1657	nan	1.47021	1.49382	0.0567604	572.22	5683.89	504.16	283.378	165.5	7.49415e+06	42	58	972.468	nan
1658	nan	1.40132	1.42382	0.0576111	577.06	5551.46	471.956	261.314	165.67	7.51498e+06	33	58	982.084	nan
1659	nan	1.35523	1.37699	0.0578136	588.03	5505.49	449.609	243.597	165.85	7.53481e+06	42	58	1002.21	nan
1660	nan	1.32947	1.35081	0.0580066	604.35	5518.3	434.786	229.278	165.93	7.55269e+06	23	58	1031.5	nan
1661	nan	1.32195	1.34317	0.0582845	625.112	5586.34	426.316	219.146	166.09	7.56997e+06	29	59	1068.43	nan
1662	nan	1.33082	1.35219	0.0583761	649.255	5704.46	423.639	212.819	166.23	7.58714e+06	23	59	1111.18	nan
1663	nan	1.35436	1.3761	0.0584379	675.696	5864.06	425.636	209.62	166.45	7.60331e+06	30	59	1157.56	nan
1664	nan	1.39079	1.41312	0.0582301	702.887	6054.49	431.499	209.089	166.64	7.6198e+06	30	59	1204.98	nan
1665	nan	1.43812	1.46121	0.0576829	729.172	6263.86	439.909	210.735	166.92	7.63567e+06	35	59	1250.55	nan
1666	nan	1.49401	1.51799	0.0571841	752.759	6478.79	449.625	214.1	167.2	7.65057e+06	40	59	1291.11	nan
1667	nan	1.55564	1.58062	0.0565885	771.842	6684.65	460.171	218.488	167.35	7.66532e+06	27	59	1323.54	nan
1668	nan	1.61968	1.64298	0.0563113	784.74	6866.54	470.811	223.442	167.63	7.67927e+06	51	59	1344.97	nan
1669	nan	1.68228	1.70648	0.0560673	790.082	7009.88	481.467	228.673	167.94	7.69293e+06	41	59	1353.1	nan
1670	nan	1.73927	1.76429	0.0558804	786.965	7101.79	491.209	233.943	168.09	7.70512e+06	29	59	1346.49	nan
1671	nan	1.78636	1.81207	0.0556671	775.07	7131.64	499.179	239.071	168.39	7.71685e+06	52	58	1324.72	nan
1672	nan	1.81955	1.84573	0.0551238	754.719	7094.3	504.354	243.621	168.63	7.72774e+06	44	57	1288.45	nan
1673	nan	1.83547	1.86188	0.0548424	726.838	6987.95	504.58	247.216	168.92	7.73905e+06	52	57	1239.4	nan
1674	nan	1.83182	1.85818	0.0550056	692.845	6815.42	500.738	248.995	169.29	7.75058e+06	59	58	1180.08	nan
1675	nan	1.80763	1.83364	0.0550058	654.482	6597.25	493.671	248.987	169.54	7.76218e+06	54	58	1113.54	nan
1676	nan	1.76343	1.7888	0.0558648	613.638	6321.48	483.588	246.572	169.79	7.77486e+06	45	58	1043.04	nan
1677	nan	1.70117	1.72565	0.0564195	572.133	6006.1	471.802	242.144	170.02	7.78735e+06	45	58	971.704	nan
1678	nan	1.62401	1.64738	0.0568504	531.616	5668.84	457.424	236.822	170.2	7.79939e+06	34	59	902.346	nan
1679	nan	1.53596	1.55805	0.0574196	493.552	5323.69	440.468	230.616	170.36	7.81199e+06	30	60	837.284	nan
1680	nan	1.44137	1.46211	0.0577477	458.949	4983.64	421.697	223.076	170.63	7.82337e+06	33	60	778.301	nan
1681	nan	1.34459	1.36394	0.0581184	428.578	4659.74	401.431	214.394	170.87	7.83434e+06	35	60	726.671	nan
1682	nan	1.24957	1.26755	0.0580264	402.953	4361.09	380.465	204.857	171.03	7.84486e+06	30	60	683.241	nan
1683	nan	1.15964	1.17633	0.0577631	382.402	4094.74	358.98	194.714	171.22	7.85527e+06	30	60	648.55	nan
1684	nan	1.0774	1.09503	0.0573317	367.136	3866.41	337.757	184.26	171.45	7.86537e+06	26	60	622.95	nan
1685	nan	1.00476	1.02119	0.0570888	357.328	3680.18	317.626	173.665	171.68	7.87533e+06	29	60	606.736	nan
1686	nan	0.942985	0.958407	0.0570977	353.172	3539.31	299.683	163.318	171.82	7.88473e+06	29	60	600.257	nan
1687	nan	0.892906	0.90751	0.0572648	354.948	3446.74	284.744	153.683	171.97	7.89345e+06	19	59	604.023	nan
1688	nan	0.855046	0.86903	0.0571872	363.075	3405.6	273.164	145.277	172.13	7.90192e+06	20	59	618.796	nan
1689	nan	0.829804	0.843375	0.0569233	378.159	3419.75	264.783	138.442	172.34	7.91001e+06	28	59	645.671	nan
1690	nan	0.817617	0.830989	0.0566957	401.031	3494.04	259.711	133.245	172.47	7.91778e+06	19	59	686.159	nan
1691	nan	0.819101	0.832498	0.0569864	432.791	3634.91	258.347	129.624	172.62	7.92567e+06	20	59	742.245	nan
1692	nan	0.835179	0.848839	0.0563901	474.828	3858.76	261.47	127.995	172.73	7.93409e+06	14	59	816.435	nan
1693	nan	0.867198	0.881381	0.056283	528.834	4163.54	268.801	128.047	172.92	7.94205e+06	27	59	911.769	nan
1694	nan	0.917032	0.93203	0.0565582	596.729	4564.59	281.619	130.021	173.18	7.94947e+06	29	59	1031.77	nan
1695	nan	0.987176	1.00332	0.0563455	680.633	5078.98	301.077	134.411	173.39	7.95659e+06	27	60	1180.29	nan
1696	nan	1.08081	1.09849	0.0561345	782.999	5724.21	327.086	141.779	173.62	7.96429e+06	29	60	1361.25	nan
1697	nan	1.20184	1.2215	0.0553746	905.763	6518.49	360.337	152.411	173.85	7.9717e+06	26	60	1578.18	nan
1698	nan	1.35484	1.377	0.0552365	1050.45	7478.97	401.073	166.396	174.08	7.97929e+06	29	60	1833.52	nan
1699	nan	1.54493	1.57019	0.0557626	1217.59	8619.64	452.359	183.925	174.41	7.98623e+06	38	60	2127.83	nan
1700	nan	1.77741	1.80648	0.0557971	1406.15	9948.14	516.765	205.555	174.64	7.993e+06	43	60	2458.78	nan
1701	nan	2.05728	2.09092	0.0556358	1612.98	11461.2	593.203	232.928	174.94	7.99975e+06	58	60	2820.2	nan
1702	nan	2.38838	2.42744	0.0554231	1832.35	13141	681.146	266.679	175.17	8.00642e+06	38	60	3201.38	nan
1703	nan	2.77233	2.81767	0.0555856	2055.78	14951.6	780.571	306.253	175.46	8.01323e+06	70	60	3586.89	nan
1704	nan	3.20725	3.2597	0.0563031	2272.28	16836.2	892.949	351.436	175.84	8.02114e+06	85	60	3957.2	nan
1705	nan	3.68641	3.7467	0.0564524	2469.14	18719.4	1018.23	402.481	176.15	8.02986e+06	92	60	4290.15	nan
1706	nan	4.19712	4.26576	0.0565146	2633.21	20509.4	1148.85	460.198	176.67	8.03901e+06	95	60	4563.35	nan
1707	nan	4.72026	4.73314	0.0574671	2752.59	22106.8	1280.89	523.196	176.95	8.04866e+06	127	60	4757.02	nan
1708	nan	5.23073	5.24501	0.0576294	2818.31	23415.6	1413.92	587.91	177.33	8.05783e+06	129	60	4856.82	nan
1709	nan	5.69917	5.71472	0.058495	2825.7	24351.7	1534.73	653.576	177.75	8.06848e+06	139	60	4855.99	nan
1710	nan	6.09483	6.11147	0.0587304	2775.13	24912.2	1641.1	719.487	178.12	8.08077e+06	133	61	4756.35	nan
1711	nan	6.38941	6.40685	0.060289	2671.8	24981.8	1727.13	777.203	178.47	8.09418e+06	164	61	4567.88	nan
1712	nan	6.56097	6.57888	0.0609893	2524.83	24586.9	1795.78	825.068	178.8	8.10837e+06	164	61	4307.01	nan
1713	nan	6.59726	6.61526	0.0615871	2345.87	23783.7	1834.58	864.793	179.01	8.12623e+06	145	62	3994.08	nan
1714	nan	6.49753	6.51527	0.0626719	2147.98	22639.4	1842.01	894.244	179.34	8.14431e+06	144	62	3650.59	nan
1715	nan	6.27253	6.28965	0.0633505	1942.72	21238.7	1822.27	908.195	179.71	8.16329e+06	166	62	3296.66	nan
1716	nan	5.94255	5.95877	0.0637727	1740.27	19669.7	1774.03	907.468	180.05	8.18218e+06	170	62	2949.3	nan
1717	nan	5.53425	5.54935	0.0638299	1548.46	18017.1	1699.82	893.115	180.31	8.20115e+06	167	62	2621.44	nan
1718	nan	5.07678	5.09064	0.064303	1372.59	16356.7	1603.79	864.974	180.61	8.22038e+06	122	62	2321.76	nan
1719	nan	4.59828	4.61084	0.0640446	1215.72	14780.9	1495.42	826.529	180.95	8.23924e+06	107	62	2055.14	nan
1720	nan	4.12316	4.13442	0.0643114	1079.04	13278.3	1378.54	776.777	181.31	8.25933e+06	127	62	1823.31	nan
1721	nan	3.67048	3.6805	0.0645252	962.332	11894.1	1261.06	720.18	181.59	8.27861e+06	98	62	1625.78	nan
1722	nan	3.25351	3.26239	0.0649132	864.527	10655.4	1147.36	661.819	181.83	8.29729e+06	93	62	1460.61	nan
1723	nan	2.88009	2.88795	0.0650289	784.169	9569.55	1040.53	604.228	182.07	8.3151e+06	88	62	1325.03	nan
1724	nan	2.55359	2.56056	0.0650973	719.421	8635.5	941.528	549.075	182.26	8.33252e+06	64	63	1216.03	nan
1725	nan	2.27399	2.28019	0.0651795	668.533	7847.01	851.731	497.507	182.47	8.35058e+06	48	63	1130.6	nan
1726	nan	2.03906	2.04462	0.0651636	629.885	7194.66	772.033	450.024	182.66	8.36857e+06	65	63	1066	nan
1727	nan	1.84527	1.85031	0.0649119	602.045	6667.61	702.412	407.283	182.86	8.38586e+06	59	63	1019.79	nan
1728	nan	1.68857	1.69317	0.0648202	583.789	6254.34	642.47	369.556	183.09	8.40234e+06	49	63	989.913	nan
1729	nan	1.56482	1.5691	0.0652161	574.079	5944.01	592.336	336.723	183.25	8.41753e+06	42	63	974.636	nan
1730	nan	1.47021	1.47422	0.064875	572.029	5736.1	552.218	309.272	183.51	8.43326e+06	54	63	972.468	nan
1731	nan	1.40132	1.40514	0.0646616	576.854	5605.25	520.076	286.165	183.72	8.44786e+06	35	63	982.084	nan
1732	nan	1.35523	1.35893	0.0645166	587.782	5546.67	495.534	267.293	183.84	8.46256e+06	20	63	1002.21	nan
1733	nan	1.32947	1.3331	0.0641358	604.015	5554.99	478.171	252.585	184.06	8.47668e+06	32	63	1031.5	nan
1734	nan	1.32195	1.32315	0.0637259	624.781	5622.58	466.874	241.663	184.29	8.49049e+06	35	63	1068.43	nan
1735	nan	1.33082	1.33203	0.063419	648.989	5741.06	461.068	234.102	184.44	8.50288e+06	24	63	1111.18	nan
1736	nan	1.35436	1.35559	0.0632772	675.403	5901.19	460.421	229.421	184.66	8.5153e+06	40	63	1157.56	nan
1737	nan	1.39079	1.39205	0.0625372	702.572	6092.48	464.252	227.393	184.84	8.5276e+06	38	63	1204.98	nan
1738	nan	1.43812	1.43943	0.0622147	728.839	6302.93	470.76	227.865	185.07	8.53973e+06	30	63	1250.55	nan
1739	nan	1.49401	1.49537	0.061938	752.416	6519.04	480.145	230.218	185.29	8.55107e+06	37	63	1291.11	nan
1740	nan	1.55564	1.55706	0.0617804	771.491	6726.2	491.629	233.901	185.51	8.56263e+06	40	64	1323.54	nan
1741	nan	1.61968	1.62115	0.0614781	784.39	6909.26	504.277	238.911	185.74	8.57414e+06	44	64	1344.97	nan
1742	nan	1.68228	1.68381	0.0609435	789.738	7053.69	516.454	244.832	186.05	8.58545e+06	47	63	1353.1	nan
1743	nan	1.73927	1.74085	0.0605366	786.634	7146.43	526.643	251.086	186.3	8.59668e+06	40	63	1346.49	nan
1744	nan	1.78636	1.78799	0.0604195	774.758	7177.33	534.42	256.821	186.56	8.60725e+06	51	63	1324.72	nan
1745	nan	1.81955	1.83327	0.0604819	754.428	7140.26	539.708	261.465	186.87	8.61743e+06	50	63	1288.45	nan
1746	nan	1.83547	1.84931	0.0601248	726.57	7033.58	541.757	264.914	187.08	8.62801e+06	42	63	1239.4	nan
1747	nan	1.83182	1.84563	0.0600659	692.6	6860.19	539.022	267.067	187.3	8.63889e+06	54	63	1180.08	nan
1748	nan	1.80763	1.82126	0.0603246	654.263	6627.54	532.196	267.324	187.62	8.64972e+06	54	63	1113.54	nan
1749	nan	1.76343	1.77672	0.0614032	613.443	6346.3	521.979	265.271	188.09	8.65994e+06	73	64	1043.04	nan
1750	nan	1.70117	1.71399	0.0618568	571.98	6041.35	509.679	261.892	188.42	8.6695e+06	53	63	971.704	nan
1751	nan	1.62401	1.63626	0.0615976	531.53	5706.22	493.847	256.523	188.68	8.67974e+06	32	63	902.346	nan
1752	nan	1.53596	1.54753	0.0610073	493.457	5359.52	473.389	249.542	188.92	8.68942e+06	41	65	837.284	nan
1753	nan	1.44137	1.45223	0.0611199	458.82	5017.51	449.59	240.905	189.09	8.69934e+06	35	65	778.301	nan
1754	nan	1.34459	1.35473	0.0617768	428.46	4691.85	425.266	230.16	189.31	8.70958e+06	48	65	726.671	nan
1755	nan	1.24957	1.25899	0.0620666	402.842	4391.34	401.858	218.195	189.5	8.72067e+06	32	65	683.241	nan
1756	nan	1.15964	1.16838	0.0627048	382.295	4123.33	379.28	206.29	189.65	8.73158e+06	19	65	648.55	nan
